Timestamp,PnL,Win Count,Loss Count,Position,Entry,Stoploss,Takeprofit
2025-03-01 04:05:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:10:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:15:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:20:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:25:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:30:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:35:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:40:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:45:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:50:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 04:55:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:00:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:05:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:10:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:15:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:20:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:25:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:30:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:35:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:40:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:45:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:50:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 05:55:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:00:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:05:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:10:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:15:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:20:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:25:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:30:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:35:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:40:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:45:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:50:00,-15.5840689396449,24,41,short,0.4066,0.41597500000000004,0.38785000000000003
2025-03-01 06:55:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:00:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:05:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:10:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:15:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:20:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:25:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:30:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:35:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:40:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:45:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:50:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 07:55:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:00:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:05:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:10:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:15:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:20:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:25:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:30:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:35:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:40:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:45:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:50:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 08:55:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 09:00:00,-10.523764611066444,25,41,long,0.386,0.378575,0.40085000000000004
2025-03-01 09:05:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:10:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:15:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:20:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:25:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:30:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:35:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:40:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:45:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:50:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 09:55:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:00:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:05:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:10:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:15:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:20:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:25:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:30:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:35:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:40:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:45:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:50:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 10:55:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:00:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:05:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:10:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:15:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:20:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:25:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:30:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:35:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:40:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:45:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:50:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 11:55:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:00:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:05:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:10:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:15:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:20:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:25:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:30:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:35:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:40:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:45:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:50:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 12:55:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 13:00:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 13:05:00,-12.887377564434319,25,42,long,0.3769,0.3700535714285714,0.3905928571428572
2025-03-01 13:10:00,-14.803798604498006,25,43,,,,
2025-03-01 13:15:00,-14.803798604498006,25,43,,,,
2025-03-01 13:20:00,-14.803798604498006,25,43,,,,
2025-03-01 13:25:00,-14.803798604498006,25,43,,,,
2025-03-01 13:30:00,-14.803798604498006,25,43,,,,
2025-03-01 13:35:00,-14.803798604498006,25,43,,,,
2025-03-01 13:40:00,-14.803798604498006,25,43,,,,
2025-03-01 13:45:00,-14.803798604498006,25,43,,,,
2025-03-01 13:50:00,-14.803798604498006,25,43,,,,
2025-03-01 13:55:00,-14.803798604498006,25,43,,,,
2025-03-01 14:00:00,-14.803798604498006,25,43,,,,
2025-03-01 14:05:00,-14.803798604498006,25,43,,,,
2025-03-01 14:10:00,-14.803798604498006,25,43,,,,
2025-03-01 14:15:00,-14.803798604498006,25,43,,,,
2025-03-01 14:20:00,-14.803798604498006,25,43,,,,
2025-03-01 14:25:00,-14.803798604498006,25,43,,,,
2025-03-01 14:30:00,-14.803798604498006,25,43,,,,
2025-03-01 14:35:00,-14.803798604498006,25,43,,,,
2025-03-01 14:40:00,-14.803798604498006,25,43,,,,
2025-03-01 14:45:00,-14.803798604498006,25,43,,,,
2025-03-01 14:50:00,-14.803798604498006,25,43,,,,
2025-03-01 14:55:00,-14.803798604498006,25,43,,,,
2025-03-01 15:00:00,-14.803798604498006,25,43,,,,
2025-03-01 15:05:00,-14.803798604498006,25,43,,,,
2025-03-01 15:10:00,-14.803798604498006,25,43,,,,
2025-03-01 15:15:00,-14.803798604498006,25,43,,,,
2025-03-01 15:20:00,-14.803798604498006,25,43,,,,
2025-03-01 15:25:00,-14.803798604498006,25,43,,,,
2025-03-01 15:30:00,-14.803798604498006,25,43,,,,
2025-03-01 15:35:00,-14.803798604498006,25,43,,,,
2025-03-01 15:40:00,-14.803798604498006,25,43,,,,
2025-03-01 15:45:00,-14.803798604498006,25,43,,,,
2025-03-01 15:50:00,-14.803798604498006,25,43,,,,
2025-03-01 15:55:00,-14.803798604498006,25,43,,,,
2025-03-01 16:00:00,-14.803798604498006,25,43,,,,
2025-03-01 16:05:00,-14.803798604498006,25,43,,,,
2025-03-01 16:10:00,-14.803798604498006,25,43,,,,
2025-03-01 16:15:00,-14.803798604498006,25,43,,,,
2025-03-01 16:20:00,-14.803798604498006,25,43,,,,
2025-03-01 16:25:00,-14.803798604498006,25,43,,,,
2025-03-01 16:30:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 16:35:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 16:40:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 16:45:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 16:50:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 16:55:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:00:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:05:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:10:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:15:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:20:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:25:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:30:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:35:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:40:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:45:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:50:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 17:55:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:00:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:05:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:10:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:15:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:20:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:25:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:30:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:35:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:40:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:45:00,-14.803798604498006,25,43,short,0.3954,0.40049999999999997,0.3852
2025-03-01 18:50:00,-16.453803510921883,25,44,,,,
2025-03-01 18:55:00,-16.453803510921883,25,44,,,,
2025-03-01 19:00:00,-16.453803510921883,25,44,,,,
2025-03-01 19:05:00,-16.453803510921883,25,44,,,,
2025-03-01 19:10:00,-16.453803510921883,25,44,,,,
2025-03-01 19:15:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:20:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:25:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:30:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:35:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:40:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:45:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:50:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 19:55:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:00:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:05:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:10:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:15:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:20:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:25:00,-16.453803510921883,25,44,short,0.4068,0.41374285714285713,0.3929142857142857
2025-03-01 20:30:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 20:35:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 20:40:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 20:45:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 20:50:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 20:55:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:00:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:05:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:10:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:15:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:20:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:25:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:30:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:35:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:40:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:45:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:50:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 21:55:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:00:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:05:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:10:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:15:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:20:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:25:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:30:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:35:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:40:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:45:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:50:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
2025-03-01 22:55:00,-11.248497414560035,26,44,long,0.3856,0.3747035714285714,0.4073928571428571
